connectivityfeatures:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000060053,pcmClassification/1/smartphonestf.connectivityfeatures,,1,"string,WLAN"
inthebox:pcmClassification:1:pcmClassification:1:electronicsinthebox:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsinthebox.inthebox,,1,"string,iPhone with iOS 9\, Apple Ear Pods with Remote and Mic\, Lightning to USB Cable\, USB Power Adapter\, Documentation"
camerafeatures:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000060053,pcmClassification/1/smartphonesca.camerafeatures,,4,"enum,pcmClassification,1,camerafeaturesgeotaggingtffacedetection"
feature3:pcmClassification:1:pcmClassification:1:electronicsfeature2:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsfeature2.feature3,,1,"string,12 MP Primary Camera\, 5 MP Secondary Camera"
feature4:pcmClassification:1:pcmClassification:1:electronicsfeature3:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsfeature3.feature4,,1,"string,Non-removable Li-Po 2750 mAh battery"
depthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsdm.depthproduct,,3,"number,0.73"
heightproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsdm.heightproduct,,3,"number,15.82"
widthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsdm.widthproduct,,3,"number,7.79"
feature1:pcmClassification:1:pcmClassification:1:electronicsdepthproduct:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsdepthproduct.feature1,,1,"string,2 GB RAM and 64 GB ROM"
flash:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000060053,pcmClassification/1/smartphonesca.flash,,4,"enum,pcmClassification,1,yesdualledflash"
warrantydescription:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicswa.warrantydescription,,1,"string,1 Year"
videorecording:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000060053,pcmClassification/1/smartphonesca.videorecording,,4,"enum,pcmClassification,1,videorecording2160p30fpscomma1080p60fpscomma1080p120fpscomma720p240fps"
warrantysummary:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicswa.warrantysummary,,1,"string,Manufacturer Warranty"
uniquething:pcmClassification:1:pcmClassification:1:electronicsaf:pcmClassification:1,MP000000000060053,pcmClassification/1/electronicsaf.uniquething,,1,"string,3D touch screen"
connectivityfeatures:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonestf.connectivityfeatures,,1,"string,WLAN \, Bluetooth \, GPS \, USB"
modelnumber:pcmClassification:1:pcmClassification:1:electronicsmodelnumber:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsmodelnumber.modelnumber,,1,"string,728G DS"
multimedia:pcmClassification:1:pcmClassification:1:smartphonesmm:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesmm.multimedia,,4,"enum,pcmClassification,1,yes"
primarycamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesca.primarycamera,,4,"enum,pcmClassification,1,13mp"
ram:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesms.ram,,4,"enum,pcmClassification,1,1d5gb"
simtype:pcmClassification:1:pcmClassification:1:simtypecc:pcmClassification:1,MP000000000100344,pcmClassification/1/simtypecc.simtype,,4,"enum,pcmClassification,1,dualsimgsmcdma"
colorfreetextelectronics:pcmClassification:1:pcmClassification:1:electronicscolorfreetext:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicscolorfreetext.colorfreetextelectronics,,1,"string,Purple Myst"
additionalfeatures:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesaf.additionalfeatures,,1,"string,Outlook Emails \, Google Search \, Play Store"
inthebox:pcmClassification:1:pcmClassification:1:electronicsinthebox:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsinthebox.inthebox,,1,"string,Handset\, Battery\, Charger\, Earphone\, User Guide\, Warranty Card"
seriesname:pcmClassification:1:pcmClassification:1:electronicsseriesname:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsseriesname.seriesname,,1,"string,Desire"
weight:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsdm.weight,,3,"number,153"
feature3:pcmClassification:1:pcmClassification:1:electronicsfeature2:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsfeature2.feature3,,1,"string,13 MP Primary and 5 MP Secondary Camera"
memorytablet:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesms.memorytablet,,4,"enum,pcmClassification,1,hyphen"
operatingfrequency:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonestf.operatingfrequency,,4,"enum,pcmClassification,1,operatingfrequencygsm"
performancefeatures:pcmClassification:1:pcmClassification:1:electronicstf:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicstf.performancefeatures,,1,"string,Mediatek Chipset and Octa-core 1.3 GHz Processor"
warrantysummary:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicswa.warrantysummary,,1,"string,1 Year Manufacturer Warranty"
feature2:pcmClassification:1:pcmClassification:1:electronicsfeature1:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsfeature1.feature2,,1,"string,1280 x 720 Pixels Resolution"
displayfeatures:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesdf.displayfeatures,,1,"string,TFT Display type with 1280 x 720 Pixels Resolution"
flash:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesca.flash,,4,"enum,pcmClassification,1,ledflash"
screensizesmartphone:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesdf.screensizesmartphone,,4,"enum,pcmClassification,1,5d5inches"
simsizesmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesgf3.simsizesmartphones,,4,"enum,pcmClassification,1,nano"
videorecording:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesca.videorecording,,4,"enum,pcmClassification,1,1080p"
processorsmartphone:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesgf3.processorsmartphone,,4,"enum,pcmClassification,1,processorsmartphone1p3ghzcortexa53octacore"
heightproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsdm.heightproduct,,3,"number,6.1"
warrantydescription:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicswa.warrantydescription,,1,"string,1 year"
memorysmartphone:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesms.memorysmartphone,,4,"enum,pcmClassification,1,memorysmartphone16gb"
feature4:pcmClassification:1:pcmClassification:1:electronicsfeature3:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsfeature3.feature4,,1,"string,Li-Po 2800 mAh battery"
uniquething:pcmClassification:1:pcmClassification:1:electronicsaf:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsaf.uniquething,,1,"string,Dolby Audio Speaker"
feature1:pcmClassification:1:pcmClassification:1:electronicsdepthproduct:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsdepthproduct.feature1,,1,"string,1.5 GB RAM and 16 GB ROM"
frontcamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesca.frontcamera,,4,"enum,pcmClassification,1,frontcamera5mp"
colorelectronics:pcmClassification:1:pcmClassification:1:smartphonesgf:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesgf.colorelectronics,,4,"enum,pcmClassification,1,black"
depthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsdm.depthproduct,,3,"number,0.3"
widthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000100344,pcmClassification/1/electronicsdm.widthproduct,,3,"number,3"
camerafeatures:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesca.camerafeatures,,4,"enum,pcmClassification,1,camerafeatures13mpcommafslash2p2comma28mmcommaautofocus"
operatingsystemsmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000100344,pcmClassification/1/smartphonesgf3.operatingsystemsmartphones,,4,"enum,pcmClassification,1,operatingsystemsmartphonesandroidoscommav5p1p1lollipop"
additionalfeatures:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesaf.additionalfeatures,,1,"string,2.8 aperture\, HDR"
memorytablet:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesms.memorytablet,,4,"enum,pcmClassification,1,hyphen"
displayfeatures:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesdf.displayfeatures,,1,"string,4.5 inches On-cell display\, FWVGA\, 854 x 480 Pixels"
feature4:pcmClassification:1:pcmClassification:1:electronicsfeature3:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsfeature3.feature4,,1,"string,Battery Capacity: 2000 mAh"
flash:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesca.flash,,4,"enum,pcmClassification,1,dualledflash"
operatingfrequency:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonestf.operatingfrequency,,4,"enum,pcmClassification,1,gsmslashwcdma90018002100"
feature3:pcmClassification:1:pcmClassification:1:electronicsfeature2:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsfeature2.feature3,,1,"string,5 MP Rear Camera & 5 MP Front Camera"
colorelectronics:pcmClassification:1:pcmClassification:1:smartphonesgf:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesgf.colorelectronics,,4,"enum,pcmClassification,1,black"
operatingsystemsmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesgf3.operatingsystemsmartphones,,4,"enum,pcmClassification,1,operatingsystemsmartphonesandroid60marshmallow"
weight:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsdm.weight,,3,"number,140"
connectivitysmartphone:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesaf.connectivitysmartphone,,4,"enum,pcmClassification,1,3g"
multimedia:pcmClassification:1:pcmClassification:1:smartphonesmm:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesmm.multimedia,,4,"enum,pcmClassification,1,yes"
simsizesmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesgf3.simsizesmartphones,,4,"enum,pcmClassification,1,1micro1normal"
frontcamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesca.frontcamera,,4,"enum,pcmClassification,1,frontcamera5mp"
camerafeatures:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesca.camerafeatures,,4,"enum,pcmClassification,1,camerafeaturesgeotagging"
inthebox:pcmClassification:1:pcmClassification:1:electronicsinthebox:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsinthebox.inthebox,,1,"string,Main Unit\, Charger\, USB Cable\, User Manual"
colorfreetextelectronics:pcmClassification:1:pcmClassification:1:electronicscolorfreetext:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicscolorfreetext.colorfreetextelectronics,,1,"string,Black"
feature1:pcmClassification:1:pcmClassification:1:electronicsdepthproduct:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsdepthproduct.feature1,,1,"string,1 GB RAM and 8 GB ROM (expandable up to 64 GB)"
memorysmartphone:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesms.memorysmartphone,,4,"enum,pcmClassification,1,memorysmartphone8gb"
primarycamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesca.primarycamera,,4,"enum,pcmClassification,1,5mp"
videorecording:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesca.videorecording,,4,"enum,pcmClassification,1,fullhdrecording"
simtype:pcmClassification:1:pcmClassification:1:simtypecc:pcmClassification:1,MP000000000243635,pcmClassification/1/simtypecc.simtype,,4,"enum,pcmClassification,1,dualsim"
warrantydescription:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicswa.warrantydescription,,1,"string,1 Year"
ram:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesms.ram,,4,"enum,pcmClassification,1,1gb"
modelnumber:pcmClassification:1:pcmClassification:1:electronicsmodelnumber:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsmodelnumber.modelnumber,,1,"string,Bingo 10"
connectivityfeatures:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonestf.connectivityfeatures,,1,"string,Bluetooth v4.0\, Wi-Fi\, 3.5 mm audio jack"
feature2:pcmClassification:1:pcmClassification:1:electronicsfeature1:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsfeature1.feature2,,1,"string,4.5 inch\, 854x480 pixels (FWVGA display)"
performancefeatures:pcmClassification:1:pcmClassification:1:electronicstf:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicstf.performancefeatures,,1,"string,This InFocus smartphone runs on MT6580A chip set and Quad Core 1.3 GHz processor."
heightproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsdm.heightproduct,,3,"number,5.35"
depthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsdm.depthproduct,,3,"number,0.39"
widthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsdm.widthproduct,,3,"number,2.63"
uniquething:pcmClassification:1:pcmClassification:1:electronicsaf:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicsaf.uniquething,,1,"string,Bluetooth v4.0"
processorsmartphone:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesgf3.processorsmartphone,,4,"enum,pcmClassification,1,processorsmartphone1p3ghzplusmt6580aquadcore"
screensizesmartphone:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000243635,pcmClassification/1/smartphonesdf.screensizesmartphone,,4,"enum,pcmClassification,1,4d5inches"
warrantysummary:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000243635,pcmClassification/1/electronicswa.warrantysummary,,1,"string,Manufacturer Warranty"
additionalfeatures:pcmClassification:1:pcmClassification:1:smartphonesaf:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesaf.additionalfeatures,,1,"string,Fast battery charging"
feature2:pcmClassification:1:pcmClassification:1:electronicsfeature1:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsfeature1.feature2,,1,"string,2560 x 1440 Display Resolution"
camerafeatures:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesca.camerafeatures,,4,"enum,pcmClassification,1,camerafeatureswhitebalancecommamanualfocuscommaexposercommaisocommashutterspeedcommaaehyphenl"
colorelectronics:pcmClassification:1:pcmClassification:1:smartphonesgf:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesgf.colorelectronics,,4,"enum,pcmClassification,1,black"
colorfreetextelectronics:pcmClassification:1:pcmClassification:1:electronicscolorfreetext:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicscolorfreetext.colorfreetextelectronics,,1,"string,Black"
connectivityfeatures:pcmClassification:1:pcmClassification:1:smartphonestf:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonestf.connectivityfeatures,,1,"string,Wifi\, Bluetooth"
depthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsdm.depthproduct,,1,"string,0.35"
displayfeatures:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesdf.displayfeatures,,1,"string,IPS LCD capacitive touchscreen"
feature3:pcmClassification:1:pcmClassification:1:electronicsfeature2:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsfeature2.feature3,,1,"string,16 MP Primary Camera\, 8 MP Secondary Camera"
feature4:pcmClassification:1:pcmClassification:1:electronicsfeature3:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsfeature3.feature4,,1,"string,3000mAh Li-Ion battery"
feature1:pcmClassification:1:pcmClassification:1:electronicsdepthproduct:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsdepthproduct.feature1,,1,"string,3 GB RAM and 32 GB ROM"
flash:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesca.flash,,4,"enum,pcmClassification,1,ledflash"
ram:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesms.ram,,4,"enum,pcmClassification,1,3gb"
screensizesmartphone:pcmClassification:1:pcmClassification:1:smartphonesdf:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesdf.screensizesmartphone,,4,"enum,pcmClassification,1,5d5inches"
seriesname:pcmClassification:1:pcmClassification:1:electronicsseriesname:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsseriesname.seriesname,,1,"string,G4"
simtype:pcmClassification:1:pcmClassification:1:simtypecc:pcmClassification:1,MP000000000000938,pcmClassification/1/simtypecc.simtype,,4,"enum,pcmClassification,1,singlesimgsm"
simsizesmartphones:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesgf3.simsizesmartphones,,4,"enum,pcmClassification,1,micro"
uniquething:pcmClassification:1:pcmClassification:1:electronicsaf:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsaf.uniquething,,1,"string,Light Trail Effect"
processorsmartphone:pcmClassification:1:pcmClassification:1:smartphonesgf3:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesgf3.processorsmartphone,,4,"enum,pcmClassification,1,hecrossacoreprocessor"
warrantydescription:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicswa.warrantydescription,,1,"string,1 Year manufacturer warranty for Phone and 6 months warranty for in the box accessories"
warrantysummary:pcmClassification:1:pcmClassification:1:electronicswa:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicswa.warrantysummary,,1,"string,1 Year Manufacturer Warranty"
weight:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsdm.weight,,1,"string,155.0"
widthproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsdm.widthproduct,,1,"string,3.0"
frontcamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesca.frontcamera,,4,"enum,pcmClassification,1,facedetection"
multimedia:pcmClassification:1:pcmClassification:1:smartphonesmm:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesmm.multimedia,,4,"enum,pcmClassification,1,yes"
inthebox:pcmClassification:1:pcmClassification:1:electronicsinthebox:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsinthebox.inthebox,,1,"string,Battery\, Charger\, USB Data Cable\, Handset\, User Manual\, Headset"
memorytablet:pcmClassification:1:pcmClassification:1:smartphonesms:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesms.memorytablet,,4,"enum,pcmClassification,1,hyphen"
modelnumber:pcmClassification:1:pcmClassification:1:electronicsmodelnumber:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsmodelnumber.modelnumber,,1,"string,H818N"
performancefeatures:pcmClassification:1:pcmClassification:1:electronicstf:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicstf.performancefeatures,,1,"string,Hexa Core Processor"
primarycamera:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesca.primarycamera,,4,"enum,pcmClassification,1,16mp"
videorecording:pcmClassification:1:pcmClassification:1:smartphonesca:pcmClassification:1,MP000000000000938,pcmClassification/1/smartphonesca.videorecording,,4,"enum,pcmClassification,1,1080pat30fps"
heightproduct:pcmClassification:1:pcmClassification:1:electronicsdm:pcmClassification:1,MP000000000000938,pcmClassification/1/electronicsdm.heightproduct,,1,"string,5.86"
,MP000000000000938,pcmClassification/1/heelCC.heelheightcategory,,4,"enum,pcmClassification,1,heelheightcategorylow"
