$productCatalog=mplProductCatalog
$catalogVersion=catalogversion(catalog(id[default=$productCatalog]),version[default='Staged'])[unique=true,default=$productCatalog:Staged]
$catalogVersionOnline=catalogversion(catalog(id[default=$productCatalog]),version[default='Online'])[unique=true,default=$productCatalog:Online]
INSERT_UPDATE BuyBox;product(code,$catalogVersion);price;sellerArticleSKU[unique=true];mrp;specialPrice;available;weightage;sellerId;sellerName;sellerType;sellerStartDate[dateformat=yyyyMMddHHmmss];sellerEndDate[dateformat=yyyyMMddHHmmss]
;MP000000000595716;23500 ;123652Anjali22000600262   ;3000 ;23500 ;1  ;18 ;123652;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595717;18500 ;123653Kalyan22000600321   ;1900 ;18500 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595717;18600 ;123653Kalyan22000600322   ;1900 ;18600 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595717;18601 ;123653Kalyan22000600323   ;1900 ;18601 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595717;18602 ;123653Kalyan22000600324   ;1900 ;18602 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595717;18603 ;123653Kalyan22000600325   ;1900 ;18603 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595718;18604 ;123653Kalyan22000600326   ;1900 ;18604 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595718;18605 ;123653Kalyan22000600327   ;1900 ;18605 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595718;18606 ;123653Kalyan22000600328   ;1900 ;18606 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595718;18607 ;123653Kalyan22000600329   ;1900 ;18607 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595718;18608 ;123653Kalyan22000600330   ;1900 ;18608 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595719;18609 ;123653Kalyan22000600330   ;1901 ;18609 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595719;18610 ;123653Kalyan22000600331   ;1901 ;18610 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595719;18611 ;123653Kalyan22000600332   ;1901 ;18611 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595719;18612 ;123653Kalyan22000600333   ;1901 ;18612 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595719;18613 ;123653Kalyan22000600334   ;1901 ;18613 ;1  ;18 ;123653;Kalyan;WHOLESELLER;20161214171212;20171214171212
;MP000000000595720;25000 ;123654diya22000600335     ;2600 ;25000 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595720;25001 ;123654diya22000600336     ;2600 ;25001 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595720;25002 ;123654diya22000600337     ;2600 ;25002 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595720;25003 ;123654diya22000600338     ;2600 ;25003 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595720;25004 ;123654diya22000600339     ;2600 ;25004 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595721;25005 ;123654diya22000600340     ;2600 ;25005 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595721;25006 ;123654diya22000600341     ;2600 ;25006 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595721;25007 ;123654diya22000600342     ;2600 ;25007 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595721;25008 ;123654diya22000600343     ;2600 ;25008 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595721;25009 ;123654diya22000600344     ;2600 ;25009 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595722;25010 ;123654diya22000600345     ;2601 ;25010 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595722;25011 ;123654diya22000600346     ;2601 ;25011 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595722;25012 ;123654diya22000600347     ;2601 ;25012 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595722;25013 ;123654diya22000600348     ;2601 ;25013 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595722;25014 ;123654diya22000600349     ;2601 ;25014 ;1  ;18  ;123654;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595723;10000 ;123655Anjali2200060033    ;1200 ;10000 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595723;11500 ;123655Anjali2200060033    ;1300 ;11500 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595723;12500 ;123655Anjali2200060033    ;1500 ;12500 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595724;13000 ;123655Anjali2200060034    ;1500 ;13000 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595724;14000 ;123655Anjali2200060034    ;1200 ;14000 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595724;15000 ;123655Anjali2200060034    ;1400 ;15000 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595725;16000 ;123655Anjali2200060035    ;1900 ;16000 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595725;17000 ;123655Anjali2200060035    ;1700 ;17000 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595725;18000 ;123655Anjali2200060035    ;1500 ;18000 ;1  ;18  ;123655;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595726;10000 ;123656parineeta220006003  ;1500 ;10000 ;1  ;18  ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595726;11500 ;123656parineeta220006003  ;1700 ;11500 ;1  ;18  ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595726;12500 ;123656parineeta220006003  ;1800 ;12500 ;1  ;18  ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595727;13000 ;123656parineeta220006003  ;1100 ;13000 ;1  ;18  ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595727;14000 ;123656parineeta220006003  ;1200 ;14000 ;1  ;18   ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595727;15000 ;123656parineeta220006003  ;1300 ;15000 ;1  ;18   ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595728;16000 ;123656parineeta220006003  ;1200 ;16000 ;1  ;18   ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595728;17000 ;123656parineeta220006003  ;1900 ;17000 ;1  ;18   ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595728;18000 ;123656parineeta220006003  ;1600 ;18000 ;1  ;18   ;123656;parineeta;WHOLESELLER;20161214171212;20171214171212
;MP000000000595729;10000 ;123657Anjali22000600391   ;1200 ;10000 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595729;12500 ;123657Anjali22000600392   ;1500 ;12500 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595729;13500 ;123657Anjali22000600393   ;1150 ;13500 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595730;10000 ;123657Anjali22000600401   ;1200 ;10000 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595730;14005 ;123657Anjali22000600402   ;1500 ;14005 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595730;13000 ;123657Anjali22000600403   ;1400 ;13000 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595731;12000 ;123657Anjali22000600411   ;1000 ;12000 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595731;15005 ;123657Anjali22000600412   ;1900 ;15005 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595731;16000 ;123657Anjali22000600413   ;1600 ;16000 ;1  ;18  ;123657;Anjali;WHOLESELLER;20161214171212;20171214171212
;MP000000000595732;10002 ;123658Tanishq22000600421  ;1208 ;10002 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595732;12504 ;123658Tanishq22000600422  ;1507 ;12504 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595732;13509 ;123658Tanishq22000600423  ;1159 ;13509 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595733;10001 ;123658Tanishq22000600431  ;1200 ;10001 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595733;14005 ;123658Tanishq22000600432  ;1500 ;14005 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595733;13000 ;123658Tanishq22000600433  ;1400 ;13000 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595734;12008 ;123658Tanishq22000600441  ;1200 ;12008 ;1  ;18   ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595734;13500 ;123658Tanishq22000600442  ;1450 ;13500 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595734;13500 ;123658Tanishq22000600443  ;1500 ;13500 ;1  ;18  ;123658;Tanishq;WHOLESELLER;20161214171212;20171214171212
;MP000000000595735;10000 ;123659diya22000600450     ;1200 ;10000 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595735;12500 ;123659diya22000600451     ;1500 ;12500 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595735;13500 ;123659diya22000600452     ;1150 ;13500 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595736;10000 ;123659diya22000600460     ;1200 ;10000 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595736;14005 ;123659diya22000600461     ;1500 ;14005 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595736;13000 ;123659diya22000600462     ;1400 ;13000 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595737;12000 ;123659diya22000600470     ;1200 ;12000 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595737;13500 ;123659diya22000600471     ;1450 ;13500 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595737;13500 ;123659diya22000600472     ;1500 ;13500 ;1  ;18   ;123659;diya;WHOLESELLER;20161214171212;20171214171212
;MP000000000595738;10000 ;123660Anjali22000600480   ;1200 ;10000 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595738;12500 ;123660Anjali22000600481   ;1500 ;12500 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595738;13500 ;123660Anjali22000600482   ;1150 ;13500 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595739;10000 ;123660Anjali22000600490   ;1200 ;10000 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595739;14005 ;123660Anjali22000600491   ;1500 ;14005 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595739;13000 ;123660Anjali22000600492   ;1400 ;13000 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595740;12000 ;123660Anjali22000600500   ;1200 ;12000 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595740;13500 ;123660Anjali22000600501   ;1450 ;13500 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000000595740;13500 ;123660Anjali22000600502   ;1500 ;13500 ;1  ;18   ;123660 ;Anjali ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087041;21150 ;123661Tanishq42000600410  ;200  ;21150 ;1  ;18   ;123661;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087041;23150 ;123661Tanishq42000600411  ;1050 ;23150 ;1  ;18   ;123661;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087041;21150 ;123661Tanishq42000600412  ;6000 ;21150 ;1  ;18   ;123661;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087041;21152 ;123661Tanishq42000600413  ;6002 ;21152 ;1  ;18   ;123662;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087042;21154 ;123662Tanishq42000600420  ;6004 ;21154 ;1  ;18   ;123662;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087042;21156 ;123662Tanishq42000600421  ;6006 ;21156 ;1  ;18   ;123662;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087042;21158 ;123662Tanishq42000600422  ;6008 ;21158 ;1  ;18   ;123662;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087042;21160 ;123662Tanishq42000600423  ;6010 ;21160 ;1  ;18   ;123662;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087042;21162 ;123662Tanishq42000600424  ;6012 ;21162 ;1  ;18   ;123663;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087043;21164 ;123663Tanishq42000600431  ;6014 ;21164 ;1  ;18   ;123663;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087043;21166 ;123663Tanishq42000600432  ;6016 ;21166 ;1  ;18   ;123663;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087043;21168 ;123663Tanishq42000600433  ;6018 ;21168 ;1  ;18   ;123663;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087043;21170 ;123663Tanishq42000600434  ;6020 ;21170 ;1  ;18   ;123663;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087043;21172 ;123663Tanishq42000600435  ;6022 ;21172 ;1  ;18   ;123663;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087043;21174 ;123663Tanishq42000600436  ;6024 ;21174 ;1  ;18   ;123664;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087044;21176 ;123664Tanishq42000600441  ;6026 ;21176 ;1  ;18   ;123664;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087044;21178 ;123664Tanishq42000600442  ;6028 ;21178 ;1  ;18   ;123664;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087044;21180 ;123664Tanishq42000600443  ;6030 ;21180 ;1  ;18   ;123664;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087044;21182 ;123664Tanishq42000600444  ;6032 ;21182 ;1  ;18   ;123664;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087044;21184 ;123664Tanishq42000600445  ;6034 ;21184 ;1  ;18   ;123665;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087045;21186 ;123665Tanishq42000600456  ;6036 ;21186 ;1  ;18   ;123665;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087045;21188 ;123665Tanishq42000600458  ;6038 ;21188 ;1  ;18   ;123665;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087045;21190 ;123665Tanishq42000600560  ;6040 ;21190 ;1  ;18   ;123665;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087045;21192 ;123665Tanishq42000600457  ;6042 ;21192 ;1  ;18   ;123665;Tanishq; WHOLESELLER;20161214171212;20171214171212
;MP000000111087045;21194 ;123665Tanishq42000600459  ;6044 ;21194 ;1  ;18   ;123666;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087046;21196 ;123666Tanishq42000600461  ;6046 ;21196 ;1  ;18   ;123666;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087046;21198 ;123666Tanishq42000600462  ;6048 ;21198 ;1  ;18   ;123666;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087046;21200 ;123666Tanishq42000600463  ;6050 ;21200 ;1  ;18   ;123667;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087047;21202 ;123667Tanishq42000600471  ;6052 ;21202 ;1  ;18   ;123667;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087047;21204 ;123667Tanishq42000600472  ;6054 ;21204 ;1  ;18   ;123667;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087047;21206 ;123667Tanishq42000600473  ;6056 ;21206 ;1  ;18   ;123667;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087047;21208 ;123667Tanishq42000600474  ;6058 ;21208 ;1  ;18   ;123668;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087048;21210 ;123668Tanishq42000600480  ;6060 ;21210 ;1  ;18   ;123668;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087048;21212 ;123668Tanishq42000600480  ;6062 ;21212 ;1  ;18   ;123668;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087048;21214 ;123668Tanishq42000600480  ;6064 ;21214 ;1  ;18   ;123669;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087049;21216 ;123669Tanishq42000600490  ;6066 ;21216 ;1  ;18   ;123669;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087049;21218 ;123669Tanishq42000600490  ;6068 ;21218 ;1  ;18   ;123669;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087049;21220 ;123669Tanishq42000600490  ;6070 ;21220 ;1  ;18   ;123670;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087050;21222 ;123670Tanishq42000600500  ;6072 ;21222 ;1  ;18   ;123670;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087050;21224 ;123670Tanishq42000600500  ;6074 ;21224 ;1  ;18   ;123670;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087050;21226 ;123670Tanishq42000600500  ;6076 ;21226 ;1  ;18   ;123671;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087051;21228 ;123671Tanishq42000600510  ;6078 ;21228 ;1  ;18   ;123671;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087051;21230 ;123671Tanishq42000600510  ;6080 ;21230 ;1  ;18   ;123671;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087051;21232 ;123671Tanishq42000600510  ;6082 ;21232 ;1  ;18   ;123672;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087052;21234 ;123672Tanishq42000600520  ;6084 ;21234 ;1  ;18   ;123672;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087052;21236 ;123672Tanishq42000600520  ;6086 ;21236 ;1  ;18   ;123672;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087052;21238 ;123672Tanishq42000600520  ;6088 ;21238 ;1  ;18   ;123673;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087053;21240 ;123673Tanishq42000600530  ;6090 ;21240 ;1  ;18   ;123673;Tanishq ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087053;21242 ;123673Tanishq42000600530  ;6092 ;21242 ;1  ;18   ;123673;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087053;21244 ;123673Tanishq42000600530  ;6094 ;21244 ;1  ;18   ;123674;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087054;21246 ;123674Tanishq42000600540  ;6096 ;21246 ;1  ;18   ;123674;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087054;21248 ;123674Tanishq42000600540  ;6098 ;21248 ;1  ;18   ;123674;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087054;21250 ;123674Tanishq42000600540  ;6100 ;21250 ;1  ;18   ;123675;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087055;21252 ;123675Tanishq42000600550  ;6102 ;21252 ;1  ;18   ;123675;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087055;21254 ;123675Tanishq42000600550  ;6104 ;21254 ;1  ;18   ;123675;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087055;21256 ;123675Tanishq42000600550  ;6106 ;21256 ;1  ;18   ;123675;Tanishq  ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087056;21150 ;123676Anjali42000600560   ;200  ;21150 ;1  ;18   ;123676;Anjali   ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087056;23150 ;123676Anjali42000600561   ;1050 ;23150 ;1  ;18   ;123676;Anjali   ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087056;21150 ;123676Anjali42000600562   ;6000 ;21150 ;1  ;18   ;123676;Anjali   ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087056;21152 ;123676Anjali42000600563   ;6002 ;21152 ;1  ;18   ;123676;Anjali   ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087057;21154 ;123676Anjali42000600570   ;6004 ;21154 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087057;21156 ;123676Anjali42000600571   ;6006 ;21156 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087057;21158 ;123676Anjali42000600572   ;6008 ;21158 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087057;21160 ;123676Anjali42000600573   ;6010 ;21160 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087057;21162 ;123676Anjali42000600574   ;6012 ;21162 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087058;21164 ;123676Anjali42000600581   ;6014 ;21164 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087058;21166 ;123676Anjali42000600582   ;6016 ;21166 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087058;21168 ;123676Anjali42000600583   ;6018 ;21168 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087058;21170 ;123676Anjali42000600584   ;6020 ;21170 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087058;21172 ;123676Anjali42000600585   ;6022 ;21172 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087058;21174 ;123676Anjali42000600586   ;6024 ;21174 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087059;21176 ;123676Anjali42000600591   ;6026 ;21176 ;1  ;18   ;123676;Anjali    ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087059;21178 ;123676Anjali42000600592   ;6028 ;21178 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087059;21180 ;123676Anjali42000600593   ;6030 ;21180 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087059;21182 ;123676Anjali42000600594   ;6032 ;21182 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087059;21184 ;123676Anjali42000600595   ;6034 ;21184 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087060;21186 ;123676Anjali42000600606   ;6036 ;21186 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
